colour	x	xend	y	yend	showSelected1	showSelected2
#66C2A5	40	40	1.67159837698355	1.64681030201924	5	subtrain
#66C2A5	31	31	1.7311487572907	1.64681030201924	6	subtrain
#66C2A5	32	32	1.58500202940349	1.64681030201924	6	subtrain
#66C2A5	33	33	1.63404796329373	1.64681030201924	6	subtrain
#FC8D62	34	34	1.5899002980795	1.64681030201924	6	validation
#FC8D62	35	35	1.45757484645493	1.64681030201924	6	validation
#66C2A5	36	36	1.55378134580782	1.64681030201924	6	subtrain
#FC8D62	37	37	1.55585180676676	1.64681030201924	6	validation
#FC8D62	38	38	1.58934946246667	1.64681030201924	6	validation
#66C2A5	39	39	1.70528333933618	1.64681030201924	6	subtrain
#66C2A5	40	40	1.67159837698355	1.64681030201924	6	subtrain
#66C2A5	31	31	1.7311487572907	1.64681030201924	7	subtrain
#66C2A5	32	32	1.58500202940349	1.64681030201924	7	subtrain
#66C2A5	33	33	1.63404796329373	1.64681030201924	7	subtrain
#FC8D62	34	34	1.5899002980795	1.64681030201924	7	validation
#FC8D62	35	35	1.45757484645493	1.64681030201924	7	validation
#66C2A5	36	36	1.55378134580782	1.64681030201924	7	subtrain
#FC8D62	37	37	1.55585180676676	1.64681030201924	7	validation
#FC8D62	38	38	1.58934946246667	1.64681030201924	7	validation
#66C2A5	39	39	1.70528333933618	1.64681030201924	7	subtrain
#66C2A5	40	40	1.67159837698355	1.64681030201924	7	subtrain
#66C2A5	31	31	1.7311487572907	1.64681030201924	8	subtrain
#66C2A5	32	32	1.58500202940349	1.64681030201924	8	subtrain
#66C2A5	33	33	1.63404796329373	1.64681030201924	8	subtrain
#FC8D62	34	34	1.5899002980795	1.64681030201924	8	validation
#FC8D62	35	35	1.45757484645493	1.64681030201924	8	validation
#66C2A5	36	36	1.55378134580782	1.64681030201924	8	subtrain
#FC8D62	37	37	1.55585180676676	1.64681030201924	8	validation
#FC8D62	38	38	1.58934946246667	1.64681030201924	8	validation
#66C2A5	39	39	1.70528333933618	1.64681030201924	8	subtrain
#66C2A5	40	40	1.67159837698355	1.64681030201924	8	subtrain
#66C2A5	31	31	1.7311487572907	1.00524226970268	2	subtrain
#66C2A5	32	32	1.58500202940349	1.00524226970268	2	subtrain
#66C2A5	33	33	1.63404796329373	1.00524226970268	2	subtrain
#FC8D62	34	34	1.5899002980795	1.00524226970268	2	validation
#FC8D62	35	35	1.45757484645493	1.00524226970268	2	validation
#66C2A5	36	36	1.55378134580782	1.00524226970268	2	subtrain
#FC8D62	37	37	1.55585180676676	1.00524226970268	2	validation
#FC8D62	38	38	1.58934946246667	1.00524226970268	2	validation
#66C2A5	39	39	1.70528333933618	1.00524226970268	2	subtrain
#66C2A5	40	40	1.67159837698355	1.00524226970268	2	subtrain
#66C2A5	41	41	0.313055412190002	1.00524226970268	2	subtrain
#FC8D62	42	42	0.30417160380171	1.00524226970268	2	validation
#66C2A5	43	43	0.399204109355834	1.00524226970268	2	subtrain
#66C2A5	44	44	0.385174091682726	1.00524226970268	2	subtrain
#66C2A5	45	45	0.260632202360409	1.00524226970268	2	subtrain
#FC8D62	46	46	0.258758256119149	1.00524226970268	2	validation
#FC8D62	47	47	0.365965968029044	1.00524226970268	2	validation
#66C2A5	48	48	0.406361064266902	1.00524226970268	2	subtrain
#FC8D62	49	49	0.318273150600338	1.00524226970268	2	validation
#66C2A5	50	50	0.417618544460782	1.00524226970268	2	subtrain
#66C2A5	32	32	1.58500202940349	1.58500202940349	17	subtrain
#66C2A5	32	32	1.58500202940349	1.58500202940349	18	subtrain
#66C2A5	32	32	1.58500202940349	1.58500202940349	19	subtrain
#66C2A5	32	32	1.58500202940349	1.58500202940349	20	subtrain
#66C2A5	32	32	1.58500202940349	1.58500202940349	21	subtrain
#66C2A5	32	32	1.58500202940349	1.58500202940349	22	subtrain
#66C2A5	32	32	1.58500202940349	1.58500202940349	23	subtrain
#66C2A5	32	32	1.58500202940349	1.58500202940349	24	subtrain
#66C2A5	32	32	1.58500202940349	1.58500202940349	25	subtrain
#66C2A5	32	32	1.58500202940349	1.60952499634861	16	subtrain
#66C2A5	33	33	1.63404796329373	1.60952499634861	16	subtrain
#FC8D62	34	34	1.5899002980795	1.60952499634861	16	validation
#66C2A5	32	32	1.58500202940349	1.59094377950168	10	subtrain
#66C2A5	33	33	1.63404796329373	1.59094377950168	10	subtrain
#FC8D62	34	34	1.5899002980795	1.59094377950168	10	validation
#FC8D62	35	35	1.45757484645493	1.59094377950168	10	validation
#66C2A5	36	36	1.55378134580782	1.59094377950168	10	subtrain
#FC8D62	37	37	1.55585180676676	1.59094377950168	10	validation
#66C2A5	32	32	1.58500202940349	1.59094377950168	11	subtrain
#66C2A5	33	33	1.63404796329373	1.59094377950168	11	subtrain
#FC8D62	34	34	1.5899002980795	1.59094377950168	11	validation
#FC8D62	35	35	1.45757484645493	1.59094377950168	11	validation
#66C2A5	36	36	1.55378134580782	1.59094377950168	11	subtrain
#FC8D62	37	37	1.55585180676676	1.59094377950168	11	validation
#66C2A5	32	32	1.58500202940349	1.59094377950168	12	subtrain
#66C2A5	33	33	1.63404796329373	1.59094377950168	12	subtrain
#FC8D62	34	34	1.5899002980795	1.59094377950168	12	validation
#FC8D62	35	35	1.45757484645493	1.59094377950168	12	validation
#66C2A5	36	36	1.55378134580782	1.59094377950168	12	subtrain
#FC8D62	37	37	1.55585180676676	1.59094377950168	12	validation
#66C2A5	32	32	1.58500202940349	1.59094377950168	13	subtrain
#66C2A5	33	33	1.63404796329373	1.59094377950168	13	subtrain
#FC8D62	34	34	1.5899002980795	1.59094377950168	13	validation
#FC8D62	35	35	1.45757484645493	1.59094377950168	13	validation
#66C2A5	36	36	1.55378134580782	1.59094377950168	13	subtrain
#FC8D62	37	37	1.55585180676676	1.59094377950168	13	validation
#66C2A5	32	32	1.58500202940349	1.59094377950168	14	subtrain
#66C2A5	33	33	1.63404796329373	1.59094377950168	14	subtrain
#FC8D62	34	34	1.5899002980795	1.59094377950168	14	validation
#FC8D62	35	35	1.45757484645493	1.59094377950168	14	validation
#66C2A5	36	36	1.55378134580782	1.59094377950168	14	subtrain
#FC8D62	37	37	1.55585180676676	1.59094377950168	14	validation
#66C2A5	32	32	1.58500202940349	1.59094377950168	15	subtrain
#66C2A5	33	33	1.63404796329373	1.59094377950168	15	subtrain
#FC8D62	34	34	1.5899002980795	1.59094377950168	15	validation
#FC8D62	35	35	1.45757484645493	1.59094377950168	15	validation
#66C2A5	36	36	1.55378134580782	1.59094377950168	15	subtrain
#FC8D62	37	37	1.55585180676676	1.59094377950168	15	validation
#66C2A5	32	32	1.58500202940349	1.62994261096495	9	subtrain
#66C2A5	33	33	1.63404796329373	1.62994261096495	9	subtrain
#FC8D62	34	34	1.5899002980795	1.62994261096495	9	validation
#FC8D62	35	35	1.45757484645493	1.62994261096495	9	validation
#66C2A5	36	36	1.55378134580782	1.62994261096495	9	subtrain
#FC8D62	37	37	1.55585180676676	1.62994261096495	9	validation
#FC8D62	38	38	1.58934946246667	1.62994261096495	9	validation
#66C2A5	39	39	1.70528333933618	1.62994261096495	9	subtrain
#66C2A5	40	40	1.67159837698355	1.62994261096495	9	subtrain
#66C2A5	33	33	1.63404796329373	1.63404796329373	17	subtrain
#FC8D62	34	34	1.5899002980795	1.63404796329373	17	validation
#66C2A5	33	33	1.63404796329373	1.63404796329373	18	subtrain
#FC8D62	34	34	1.5899002980795	1.63404796329373	18	validation
#66C2A5	33	33	1.63404796329373	1.63404796329373	19	subtrain
#FC8D62	34	34	1.5899002980795	1.63404796329373	19	validation
#66C2A5	33	33	1.63404796329373	1.63404796329373	20	subtrain
#FC8D62	34	34	1.5899002980795	1.63404796329373	20	validation
#66C2A5	33	33	1.63404796329373	1.63404796329373	21	subtrain
#FC8D62	34	34	1.5899002980795	1.63404796329373	21	validation
#66C2A5	33	33	1.63404796329373	1.63404796329373	22	subtrain
#FC8D62	34	34	1.5899002980795	1.63404796329373	22	validation
#66C2A5	33	33	1.63404796329373	1.63404796329373	23	subtrain
#FC8D62	34	34	1.5899002980795	1.63404796329373	23	validation
#66C2A5	33	33	1.63404796329373	1.63404796329373	24	subtrain
#FC8D62	34	34	1.5899002980795	1.63404796329373	24	validation
#66C2A5	33	33	1.63404796329373	1.63404796329373	25	subtrain
#FC8D62	34	34	1.5899002980795	1.63404796329373	25	validation
#FC8D62	35	35	1.45757484645493	1.55378134580782	16	validation
#66C2A5	36	36	1.55378134580782	1.55378134580782	16	subtrain
#FC8D62	37	37	1.55585180676676	1.55378134580782	16	validation
#FC8D62	35	35	1.45757484645493	1.55378134580782	17	validation
#66C2A5	36	36	1.55378134580782	1.55378134580782	17	subtrain
#FC8D62	37	37	1.55585180676676	1.55378134580782	17	validation
#FC8D62	35	35	1.45757484645493	1.55378134580782	18	validation
#66C2A5	36	36	1.55378134580782	1.55378134580782	18	subtrain
#FC8D62	37	37	1.55585180676676	1.55378134580782	18	validation
#FC8D62	35	35	1.45757484645493	1.55378134580782	19	validation
#66C2A5	36	36	1.55378134580782	1.55378134580782	19	subtrain
#FC8D62	37	37	1.55585180676676	1.55378134580782	19	validation
#FC8D62	35	35	1.45757484645493	1.55378134580782	20	validation
#66C2A5	36	36	1.55378134580782	1.55378134580782	20	subtrain
#FC8D62	37	37	1.55585180676676	1.55378134580782	20	validation
#FC8D62	35	35	1.45757484645493	1.55378134580782	21	validation
#66C2A5	36	36	1.55378134580782	1.55378134580782	21	subtrain
#FC8D62	37	37	1.55585180676676	1.55378134580782	21	validation
#FC8D62	35	35	1.45757484645493	1.55378134580782	22	validation
#66C2A5	36	36	1.55378134580782	1.55378134580782	22	subtrain
#FC8D62	37	37	1.55585180676676	1.55378134580782	22	validation
#FC8D62	35	35	1.45757484645493	1.55378134580782	23	validation
#66C2A5	36	36	1.55378134580782	1.55378134580782	23	subtrain
#FC8D62	37	37	1.55585180676676	1.55378134580782	23	validation
#FC8D62	35	35	1.45757484645493	1.55378134580782	24	validation
#66C2A5	36	36	1.55378134580782	1.55378134580782	24	subtrain
#FC8D62	37	37	1.55585180676676	1.55378134580782	24	validation
#FC8D62	35	35	1.45757484645493	1.55378134580782	25	validation
#66C2A5	36	36	1.55378134580782	1.55378134580782	25	subtrain
#FC8D62	37	37	1.55585180676676	1.55378134580782	25	validation
#FC8D62	38	38	1.58934946246667	1.70528333933618	20	validation
#66C2A5	39	39	1.70528333933618	1.70528333933618	20	subtrain
#FC8D62	38	38	1.58934946246667	1.70528333933618	21	validation
#66C2A5	39	39	1.70528333933618	1.70528333933618	21	subtrain
#FC8D62	38	38	1.58934946246667	1.70528333933618	22	validation
#66C2A5	39	39	1.70528333933618	1.70528333933618	22	subtrain
#FC8D62	38	38	1.58934946246667	1.70528333933618	23	validation
#66C2A5	39	39	1.70528333933618	1.70528333933618	23	subtrain
#FC8D62	38	38	1.58934946246667	1.70528333933618	24	validation
#66C2A5	39	39	1.70528333933618	1.70528333933618	24	subtrain
#FC8D62	38	38	1.58934946246667	1.70528333933618	25	validation
#66C2A5	39	39	1.70528333933618	1.70528333933618	25	subtrain
#FC8D62	38	38	1.58934946246667	1.68844085815986	10	validation
#66C2A5	39	39	1.70528333933618	1.68844085815986	10	subtrain
#66C2A5	40	40	1.67159837698355	1.68844085815986	10	subtrain
#FC8D62	38	38	1.58934946246667	1.68844085815986	11	validation
#66C2A5	39	39	1.70528333933618	1.68844085815986	11	subtrain
#66C2A5	40	40	1.67159837698355	1.68844085815986	11	subtrain
#FC8D62	38	38	1.58934946246667	1.68844085815986	12	validation
#66C2A5	39	39	1.70528333933618	1.68844085815986	12	subtrain
#66C2A5	40	40	1.67159837698355	1.68844085815986	12	subtrain
#FC8D62	38	38	1.58934946246667	1.68844085815986	13	validation
#66C2A5	39	39	1.70528333933618	1.68844085815986	13	subtrain
#66C2A5	40	40	1.67159837698355	1.68844085815986	13	subtrain
#FC8D62	38	38	1.58934946246667	1.68844085815986	14	validation
#66C2A5	39	39	1.70528333933618	1.68844085815986	14	subtrain
#66C2A5	40	40	1.67159837698355	1.68844085815986	14	subtrain
#FC8D62	38	38	1.58934946246667	1.68844085815986	15	validation
#66C2A5	39	39	1.70528333933618	1.68844085815986	15	subtrain
#66C2A5	40	40	1.67159837698355	1.68844085815986	15	subtrain
#FC8D62	38	38	1.58934946246667	1.68844085815986	16	validation
#66C2A5	39	39	1.70528333933618	1.68844085815986	16	subtrain
#66C2A5	40	40	1.67159837698355	1.68844085815986	16	subtrain
#FC8D62	38	38	1.58934946246667	1.68844085815986	17	validation
#66C2A5	39	39	1.70528333933618	1.68844085815986	17	subtrain
#66C2A5	40	40	1.67159837698355	1.68844085815986	17	subtrain
#FC8D62	38	38	1.58934946246667	1.68844085815986	18	validation
#66C2A5	39	39	1.70528333933618	1.68844085815986	18	subtrain
#66C2A5	40	40	1.67159837698355	1.68844085815986	18	subtrain
#FC8D62	38	38	1.58934946246667	1.68844085815986	19	validation
#66C2A5	39	39	1.70528333933618	1.68844085815986	19	subtrain
#66C2A5	40	40	1.67159837698355	1.68844085815986	19	subtrain
#66C2A5	40	40	1.67159837698355	1.67159837698355	20	subtrain
#66C2A5	40	40	1.67159837698355	1.67159837698355	21	subtrain
#66C2A5	40	40	1.67159837698355	1.67159837698355	22	subtrain
#66C2A5	40	40	1.67159837698355	1.67159837698355	23	subtrain
#66C2A5	40	40	1.67159837698355	1.67159837698355	24	subtrain
#66C2A5	40	40	1.67159837698355	1.67159837698355	25	subtrain
#66C2A5	41	41	0.313055412190002	0.313055412190002	14	subtrain
#FC8D62	42	42	0.30417160380171	0.313055412190002	14	validation
#66C2A5	41	41	0.313055412190002	0.313055412190002	15	subtrain
#FC8D62	42	42	0.30417160380171	0.313055412190002	15	validation
#66C2A5	41	41	0.313055412190002	0.313055412190002	16	subtrain
#FC8D62	42	42	0.30417160380171	0.313055412190002	16	validation
#66C2A5	41	41	0.313055412190002	0.313055412190002	17	subtrain
#FC8D62	42	42	0.30417160380171	0.313055412190002	17	validation
#66C2A5	41	41	0.313055412190002	0.313055412190002	18	subtrain
#FC8D62	42	42	0.30417160380171	0.313055412190002	18	validation
#66C2A5	41	41	0.313055412190002	0.313055412190002	19	subtrain
#FC8D62	42	42	0.30417160380171	0.313055412190002	19	validation
#66C2A5	41	41	0.313055412190002	0.313055412190002	20	subtrain
#FC8D62	42	42	0.30417160380171	0.313055412190002	20	validation
#66C2A5	41	41	0.313055412190002	0.313055412190002	21	subtrain
#FC8D62	42	42	0.30417160380171	0.313055412190002	21	validation
#66C2A5	41	41	0.313055412190002	0.313055412190002	22	subtrain
#FC8D62	42	42	0.30417160380171	0.313055412190002	22	validation
#66C2A5	41	41	0.313055412190002	0.313055412190002	23	subtrain
#FC8D62	42	42	0.30417160380171	0.313055412190002	23	validation
#66C2A5	41	41	0.313055412190002	0.313055412190002	24	subtrain
#FC8D62	42	42	0.30417160380171	0.313055412190002	24	validation
#66C2A5	41	41	0.313055412190002	0.313055412190002	25	subtrain
#FC8D62	42	42	0.30417160380171	0.313055412190002	25	validation
#66C2A5	41	41	0.313055412190002	0.365811204409521	12	subtrain
#FC8D62	42	42	0.30417160380171	0.365811204409521	12	validation
#66C2A5	43	43	0.399204109355834	0.365811204409521	12	subtrain
#66C2A5	44	44	0.385174091682726	0.365811204409521	12	subtrain
#66C2A5	41	41	0.313055412190002	0.365811204409521	13	subtrain
#FC8D62	42	42	0.30417160380171	0.365811204409521	13	validation
#66C2A5	43	43	0.399204109355834	0.365811204409521	13	subtrain
#66C2A5	44	44	0.385174091682726	0.365811204409521	13	subtrain
#66C2A5	41	41	0.313055412190002	0.339516453897243	11	subtrain
#FC8D62	42	42	0.30417160380171	0.339516453897243	11	validation
#66C2A5	43	43	0.399204109355834	0.339516453897243	11	subtrain
#66C2A5	44	44	0.385174091682726	0.339516453897243	11	subtrain
#66C2A5	45	45	0.260632202360409	0.339516453897243	11	subtrain
#FC8D62	46	46	0.258758256119149	0.339516453897243	11	validation
#66C2A5	41	41	0.313055412190002	0.363674237386109	3	subtrain
#FC8D62	42	42	0.30417160380171	0.363674237386109	3	validation
#66C2A5	43	43	0.399204109355834	0.363674237386109	3	subtrain
#66C2A5	44	44	0.385174091682726	0.363674237386109	3	subtrain
#66C2A5	45	45	0.260632202360409	0.363674237386109	3	subtrain
#FC8D62	46	46	0.258758256119149	0.363674237386109	3	validation
#FC8D62	47	47	0.365965968029044	0.363674237386109	3	validation
#66C2A5	48	48	0.406361064266902	0.363674237386109	3	subtrain
#FC8D62	49	49	0.318273150600338	0.363674237386109	3	validation
#66C2A5	50	50	0.417618544460782	0.363674237386109	3	subtrain
#66C2A5	41	41	0.313055412190002	0.363674237386109	4	subtrain
#FC8D62	42	42	0.30417160380171	0.363674237386109	4	validation
#66C2A5	43	43	0.399204109355834	0.363674237386109	4	subtrain
#66C2A5	44	44	0.385174091682726	0.363674237386109	4	subtrain
#66C2A5	45	45	0.260632202360409	0.363674237386109	4	subtrain
#FC8D62	46	46	0.258758256119149	0.363674237386109	4	validation
#FC8D62	47	47	0.365965968029044	0.363674237386109	4	validation
#66C2A5	48	48	0.406361064266902	0.363674237386109	4	subtrain
#FC8D62	49	49	0.318273150600338	0.363674237386109	4	validation
#66C2A5	50	50	0.417618544460782	0.363674237386109	4	subtrain
#66C2A5	41	41	0.313055412190002	0.363674237386109	5	subtrain
#FC8D62	42	42	0.30417160380171	0.363674237386109	5	validation
#66C2A5	43	43	0.399204109355834	0.363674237386109	5	subtrain
#66C2A5	44	44	0.385174091682726	0.363674237386109	5	subtrain
#66C2A5	45	45	0.260632202360409	0.363674237386109	5	subtrain
#FC8D62	46	46	0.258758256119149	0.363674237386109	5	validation
#FC8D62	47	47	0.365965968029044	0.363674237386109	5	validation
#66C2A5	48	48	0.406361064266902	0.363674237386109	5	subtrain
#FC8D62	49	49	0.318273150600338	0.363674237386109	5	validation
#66C2A5	50	50	0.417618544460782	0.363674237386109	5	subtrain
#66C2A5	41	41	0.313055412190002	0.363674237386109	6	subtrain
#FC8D62	42	42	0.30417160380171	0.363674237386109	6	validation
#66C2A5	43	43	0.399204109355834	0.363674237386109	6	subtrain
#66C2A5	44	44	0.385174091682726	0.363674237386109	6	subtrain
#66C2A5	45	45	0.260632202360409	0.363674237386109	6	subtrain
#FC8D62	46	46	0.258758256119149	0.363674237386109	6	validation
#FC8D62	47	47	0.365965968029044	0.363674237386109	6	validation
#66C2A5	48	48	0.406361064266902	0.363674237386109	6	subtrain
#FC8D62	49	49	0.318273150600338	0.363674237386109	6	validation
#66C2A5	50	50	0.417618544460782	0.363674237386109	6	subtrain
#66C2A5	41	41	0.313055412190002	0.363674237386109	7	subtrain
#FC8D62	42	42	0.30417160380171	0.363674237386109	7	validation
#66C2A5	43	43	0.399204109355834	0.363674237386109	7	subtrain
#66C2A5	44	44	0.385174091682726	0.363674237386109	7	subtrain
#66C2A5	45	45	0.260632202360409	0.363674237386109	7	subtrain
#FC8D62	46	46	0.258758256119149	0.363674237386109	7	validation
#FC8D62	47	47	0.365965968029044	0.363674237386109	7	validation
#66C2A5	48	48	0.406361064266902	0.363674237386109	7	subtrain
#FC8D62	49	49	0.318273150600338	0.363674237386109	7	validation
#66C2A5	50	50	0.417618544460782	0.363674237386109	7	subtrain
#66C2A5	41	41	0.313055412190002	0.363674237386109	8	subtrain
#FC8D62	42	42	0.30417160380171	0.363674237386109	8	validation
#66C2A5	43	43	0.399204109355834	0.363674237386109	8	subtrain
#66C2A5	44	44	0.385174091682726	0.363674237386109	8	subtrain
#66C2A5	45	45	0.260632202360409	0.363674237386109	8	subtrain
#FC8D62	46	46	0.258758256119149	0.363674237386109	8	validation
#FC8D62	47	47	0.365965968029044	0.363674237386109	8	validation
#66C2A5	48	48	0.406361064266902	0.363674237386109	8	subtrain
#FC8D62	49	49	0.318273150600338	0.363674237386109	8	validation
#66C2A5	50	50	0.417618544460782	0.363674237386109	8	subtrain
#66C2A5	41	41	0.313055412190002	0.363674237386109	9	subtrain
#FC8D62	42	42	0.30417160380171	0.363674237386109	9	validation
#66C2A5	43	43	0.399204109355834	0.363674237386109	9	subtrain
#66C2A5	44	44	0.385174091682726	0.363674237386109	9	subtrain
#66C2A5	45	45	0.260632202360409	0.363674237386109	9	subtrain
#FC8D62	46	46	0.258758256119149	0.363674237386109	9	validation
#FC8D62	47	47	0.365965968029044	0.363674237386109	9	validation
#66C2A5	48	48	0.406361064266902	0.363674237386109	9	subtrain
#FC8D62	49	49	0.318273150600338	0.363674237386109	9	validation
#66C2A5	50	50	0.417618544460782	0.363674237386109	9	subtrain
#66C2A5	41	41	0.313055412190002	0.363674237386109	10	subtrain
#FC8D62	42	42	0.30417160380171	0.363674237386109	10	validation
#66C2A5	43	43	0.399204109355834	0.363674237386109	10	subtrain
#66C2A5	44	44	0.385174091682726	0.363674237386109	10	subtrain
#66C2A5	45	45	0.260632202360409	0.363674237386109	10	subtrain
#FC8D62	46	46	0.258758256119149	0.363674237386109	10	validation
#FC8D62	47	47	0.365965968029044	0.363674237386109	10	validation
#66C2A5	48	48	0.406361064266902	0.363674237386109	10	subtrain
#FC8D62	49	49	0.318273150600338	0.363674237386109	10	validation
#66C2A5	50	50	0.417618544460782	0.363674237386109	10	subtrain
#66C2A5	43	43	0.399204109355834	0.399204109355834	23	subtrain
#66C2A5	43	43	0.399204109355834	0.399204109355834	24	subtrain
#66C2A5	43	43	0.399204109355834	0.399204109355834	25	subtrain
#66C2A5	43	43	0.399204109355834	0.39218910051928	14	subtrain
#66C2A5	44	44	0.385174091682726	0.39218910051928	14	subtrain
#66C2A5	43	43	0.399204109355834	0.39218910051928	15	subtrain
#66C2A5	44	44	0.385174091682726	0.39218910051928	15	subtrain
#66C2A5	43	43	0.399204109355834	0.39218910051928	16	subtrain
#66C2A5	44	44	0.385174091682726	0.39218910051928	16	subtrain
#66C2A5	43	43	0.399204109355834	0.39218910051928	17	subtrain
#66C2A5	44	44	0.385174091682726	0.39218910051928	17	subtrain
#66C2A5	43	43	0.399204109355834	0.39218910051928	18	subtrain
#66C2A5	44	44	0.385174091682726	0.39218910051928	18	subtrain
#66C2A5	43	43	0.399204109355834	0.39218910051928	19	subtrain
#66C2A5	44	44	0.385174091682726	0.39218910051928	19	subtrain
#66C2A5	43	43	0.399204109355834	0.39218910051928	20	subtrain
#66C2A5	44	44	0.385174091682726	0.39218910051928	20	subtrain
#66C2A5	43	43	0.399204109355834	0.39218910051928	21	subtrain
#66C2A5	44	44	0.385174091682726	0.39218910051928	21	subtrain
#66C2A5	43	43	0.399204109355834	0.39218910051928	22	subtrain
#66C2A5	44	44	0.385174091682726	0.39218910051928	22	subtrain
#66C2A5	44	44	0.385174091682726	0.385174091682726	23	subtrain
#66C2A5	44	44	0.385174091682726	0.385174091682726	24	subtrain
#66C2A5	44	44	0.385174091682726	0.385174091682726	25	subtrain
#66C2A5	45	45	0.260632202360409	0.260632202360409	12	subtrain
#FC8D62	46	46	0.258758256119149	0.260632202360409	12	validation
#66C2A5	45	45	0.260632202360409	0.260632202360409	13	subtrain
#FC8D62	46	46	0.258758256119149	0.260632202360409	13	validation
#66C2A5	45	45	0.260632202360409	0.260632202360409	14	subtrain
#FC8D62	46	46	0.258758256119149	0.260632202360409	14	validation
#66C2A5	45	45	0.260632202360409	0.260632202360409	15	subtrain
#FC8D62	46	46	0.258758256119149	0.260632202360409	15	validation
#66C2A5	45	45	0.260632202360409	0.260632202360409	16	subtrain
#FC8D62	46	46	0.258758256119149	0.260632202360409	16	validation
#66C2A5	45	45	0.260632202360409	0.260632202360409	17	subtrain
#FC8D62	46	46	0.258758256119149	0.260632202360409	17	validation
#66C2A5	45	45	0.260632202360409	0.260632202360409	18	subtrain
#FC8D62	46	46	0.258758256119149	0.260632202360409	18	validation
#66C2A5	45	45	0.260632202360409	0.260632202360409	19	subtrain
#FC8D62	46	46	0.258758256119149	0.260632202360409	19	validation
#66C2A5	45	45	0.260632202360409	0.260632202360409	20	subtrain
#FC8D62	46	46	0.258758256119149	0.260632202360409	20	validation
#66C2A5	45	45	0.260632202360409	0.260632202360409	21	subtrain
#FC8D62	46	46	0.258758256119149	0.260632202360409	21	validation
#66C2A5	45	45	0.260632202360409	0.260632202360409	22	subtrain
#FC8D62	46	46	0.258758256119149	0.260632202360409	22	validation
#66C2A5	45	45	0.260632202360409	0.260632202360409	23	subtrain
#FC8D62	46	46	0.258758256119149	0.260632202360409	23	validation
#66C2A5	45	45	0.260632202360409	0.260632202360409	24	subtrain
#FC8D62	46	46	0.258758256119149	0.260632202360409	24	validation
#66C2A5	45	45	0.260632202360409	0.260632202360409	25	subtrain
#FC8D62	46	46	0.258758256119149	0.260632202360409	25	validation
#FC8D62	47	47	0.365965968029044	0.406361064266902	25	validation
#66C2A5	48	48	0.406361064266902	0.406361064266902	25	subtrain
#FC8D62	49	49	0.318273150600338	0.406361064266902	25	validation
#FC8D62	47	47	0.365965968029044	0.411989804363842	11	validation
#66C2A5	48	48	0.406361064266902	0.411989804363842	11	subtrain
#FC8D62	49	49	0.318273150600338	0.411989804363842	11	validation
#66C2A5	50	50	0.417618544460782	0.411989804363842	11	subtrain
#FC8D62	47	47	0.365965968029044	0.411989804363842	12	validation
#66C2A5	48	48	0.406361064266902	0.411989804363842	12	subtrain
#FC8D62	49	49	0.318273150600338	0.411989804363842	12	validation
#66C2A5	50	50	0.417618544460782	0.411989804363842	12	subtrain
#FC8D62	47	47	0.365965968029044	0.411989804363842	13	validation
#66C2A5	48	48	0.406361064266902	0.411989804363842	13	subtrain
#FC8D62	49	49	0.318273150600338	0.411989804363842	13	validation
#66C2A5	50	50	0.417618544460782	0.411989804363842	13	subtrain
#FC8D62	47	47	0.365965968029044	0.411989804363842	14	validation
#66C2A5	48	48	0.406361064266902	0.411989804363842	14	subtrain
#FC8D62	49	49	0.318273150600338	0.411989804363842	14	validation
#66C2A5	50	50	0.417618544460782	0.411989804363842	14	subtrain
#FC8D62	47	47	0.365965968029044	0.411989804363842	15	validation
#66C2A5	48	48	0.406361064266902	0.411989804363842	15	subtrain
#FC8D62	49	49	0.318273150600338	0.411989804363842	15	validation
#66C2A5	50	50	0.417618544460782	0.411989804363842	15	subtrain
#FC8D62	47	47	0.365965968029044	0.411989804363842	16	validation
#66C2A5	48	48	0.406361064266902	0.411989804363842	16	subtrain
#FC8D62	49	49	0.318273150600338	0.411989804363842	16	validation
#66C2A5	50	50	0.417618544460782	0.411989804363842	16	subtrain
#FC8D62	47	47	0.365965968029044	0.411989804363842	17	validation
#66C2A5	48	48	0.406361064266902	0.411989804363842	17	subtrain
#FC8D62	49	49	0.318273150600338	0.411989804363842	17	validation
#66C2A5	50	50	0.417618544460782	0.411989804363842	17	subtrain
#FC8D62	47	47	0.365965968029044	0.411989804363842	18	validation
#66C2A5	48	48	0.406361064266902	0.411989804363842	18	subtrain
#FC8D62	49	49	0.318273150600338	0.411989804363842	18	validation
#66C2A5	50	50	0.417618544460782	0.411989804363842	18	subtrain
#FC8D62	47	47	0.365965968029044	0.411989804363842	19	validation
#66C2A5	48	48	0.406361064266902	0.411989804363842	19	subtrain
#FC8D62	49	49	0.318273150600338	0.411989804363842	19	validation
#66C2A5	50	50	0.417618544460782	0.411989804363842	19	subtrain
#FC8D62	47	47	0.365965968029044	0.411989804363842	20	validation
#66C2A5	48	48	0.406361064266902	0.411989804363842	20	subtrain
#FC8D62	49	49	0.318273150600338	0.411989804363842	20	validation
#66C2A5	50	50	0.417618544460782	0.411989804363842	20	subtrain
#FC8D62	47	47	0.365965968029044	0.411989804363842	21	validation
#66C2A5	48	48	0.406361064266902	0.411989804363842	21	subtrain
#FC8D62	49	49	0.318273150600338	0.411989804363842	21	validation
#66C2A5	50	50	0.417618544460782	0.411989804363842	21	subtrain
